-2.1333333333273266e+01 +0.0000000000000000e+00
-1.9805156641745096e+01 +1.3336566008380776e+01
-1.9805156641745096e+01 -1.3336566008380776e+01
-1.5786893257696057e+01 +2.3973934344749036e+01
-1.5786893257696057e+01 -2.3973934344749036e+01
-1.0674413533571592e+01 +3.0182860259165711e+01
-1.0674413533571592e+01 -3.0182860259165711e+01
-5.9814239689408746e+00 +3.1666550168013590e+01
-5.9814239689408746e+00 -3.1666550168013590e+01
-2.6666666658625817e+00 +2.9333333333347873e+01
-2.6666666658625817e+00 -2.9333333333347873e+01
-8.7977340794735159e-01 +2.4613127140196720e+01
-8.7977340794735159e-01 -2.4613127140196720e+01
-1.8678384374252222e-01 +1.8770182063126761e+01
-1.8678384374252222e-01 -1.8770182063126761e+01
-1.8576030143643951e-02 +1.2561256148710106e+01
-1.8576030143643951e-02 -1.2561256148710106e+01
-1.5543446266779522e-10 +0.0000000000000000e+00
-3.1264652047835462e-04 +6.2831429805638770e+00
-3.1264652047835462e-04 -6.2831429805638770e+00
-2.1333333332851375e+01 +0.0000000000000000e+00
-1.9805156641609543e+01 +1.3336566007866491e+01
-1.9805156641609543e+01 -1.3336566007866491e+01
-1.5786893258211382e+01 +2.3973934344117389e+01
-1.5786893258211382e+01 -2.3973934344117389e+01
-1.0674413534637806e+01 +3.0182860258900813e+01
-1.0674413534637806e+01 -3.0182860258900813e+01
-5.9814239700891791e+00 +3.1666550168314973e+01
-5.9814239700891791e+00 -3.1666550168314973e+01
-2.6666666666175196e+00 +2.9333333333991753e+01
-2.6666666666175196e+00 -2.9333333333991753e+01
-8.7977340816479055e-01 +2.4613127140733003e+01
-8.7977340816479055e-01 -2.4613127140733003e+01
-1.8678384366456546e-01 +1.8770182063241997e+01
-1.8678384366456546e-01 -1.8770182063241997e+01
-1.8576030149973111e-02 +1.2561256148458595e+01
-1.8576030149973111e-02 -1.2561256148458595e+01
-5.7731497199661833e-10 +0.0000000000000000e+00
-3.1264680021281244e-04 +6.2831429802845165e+00
-3.1264680021281244e-04 -6.2831429802845165e+00
-2.1333333334316862e+01 +0.0000000000000000e+00
-1.9805156642930321e+01 +1.3336566008213243e+01
-1.9805156642930321e+01 -1.3336566008213243e+01
-1.5786893259201520e+01 +2.3973934344627633e+01
-1.5786893259201520e+01 -2.3973934344627633e+01
-1.0674413535336864e+01 +3.0182860259363707e+01
-1.0674413535336864e+01 -3.0182860259363707e+01
-5.9814239706985752e+00 +3.1666550168669474e+01
-5.9814239706985752e+00 -3.1666550168669474e+01
-2.6666666673058677e+00 +2.9333333334369254e+01
-2.6666666673058677e+00 -2.9333333334369254e+01
