-4.8239201527160390e+01 +0.0000000000000000e+00
-3.6667029998902123e+01 +3.1527245344062223e+01
-3.6667029998902123e+01 -3.1527245344062223e+01
-1.8413725586533801e+01 +4.3007974489238052e+01
-1.8413725586533801e+01 -4.3007974489238052e+01
-7.4435109620670925e+00 +4.2126555582860391e+01
-7.4435109620670925e+00 -4.2126555582860391e+01
-2.6332655298896377e+00 +3.7251002464659315e+01
-2.6332655298896377e+00 -3.7251002464659315e+01
-8.0109636845917187e-01 +3.1313519091325276e+01
-8.0109636845917187e-01 -3.1313519091325276e+01
-1.9447723938417738e-01 +2.5113047407612836e+01
-1.9447723938417738e-01 -2.5113047407612836e+01
-3.2669673540471234e-02 +1.8847006659303272e+01
-3.2669673540471234e-02 -1.8847006659303272e+01
-2.7563941036681250e-03 +1.2566222878699984e+01
-2.7563941036681250e-03 -1.2566222878699984e+01
+4.4408926320674026e-10 +0.0000000000000000e+00
-4.2084856514135183e-05 +6.2831841563139887e+00
-4.2084856514135183e-05 -6.2831841563139887e+00
-4.8239201524303475e+01 +0.0000000000000000e+00
-3.6667029995311722e+01 +3.1527245341680477e+01
-3.6667029995311722e+01 -3.1527245341680477e+01
-1.8413725584048443e+01 +4.3007974476353574e+01
-1.8413725584048443e+01 -4.3007974476353574e+01
-7.4435109644258297e+00 +4.2126555581784736e+01
-7.4435109644258297e+00 -4.2126555581784736e+01
-2.6332655266248306e+00 +3.7251002463632844e+01
-2.6332655266248306e+00 -3.7251002463632844e+01
-8.0109636633457804e-01 +3.1313519096184660e+01
-8.0109636633457804e-01 -3.1313519096184660e+01
-1.9447723763008362e-01 +2.5113047407740275e+01
-1.9447723763008362e-01 -2.5113047407740275e+01
-3.2669673397980381e-02 +1.8847006661157121e+01
-3.2669673397980381e-02 -1.8847006661157121e+01
-2.7563937344603495e-03 +1.2566222880892312e+01
-2.7563937344603495e-03 -1.2566222880892312e+01
+2.7755607042609931e-09 +0.0000000000000000e+00
-4.2083945989479510e-05 +6.2831841570752127e+00
-4.2083945989479510e-05 -6.2831841570752127e+00
-4.8239201526226999e+01 +0.0000000000000000e+00
-3.6667029995493976e+01 +3.1527245338374254e+01
-3.6667029995493976e+01 -3.1527245338374254e+01
-1.8413725585793514e+01 +4.3007974487178068e+01
-1.8413725585793514e+01 -4.3007974487178068e+01
-7.4435109620946189e+00 +4.2126555580070274e+01
-7.4435109620946189e+00 -4.2126555580070274e+01
-2.6332655315018858e+00 +3.7251002462117881e+01
-2.6332655315018858e+00 -3.7251002462117881e+01
-8.0109636920003613e-01 +3.1313519092304595e+01
-8.0109636920003613e-01 -3.1313519092304595e+01
-1.9447723956671181e-01 +2.5113047407381011e+01
-1.9447723956671181e-01 -2.5113047407381011e+01
-3.2669675104455731e-02 +1.8847006660496472e+01
-3.2669675104455731e-02 -1.8847006660496472e+01
-2.7563935445038545e-03 +1.2566222880613319e+01
-2.7563935445038545e-03 -1.2566222880613319e+01
-9.3258842225645873e-10 +0.0000000000000000e+00
-4.2084549208176725e-05 +6.2831841567673798e+00
-4.2084549208176725e-05 -6.2831841567673798e+00
-4.8239201533701483e+01 +0.0000000000000000e+00
-3.6667029996233452e+01 +3.1527245343146983e+01
-3.6667029996233452e+01 -3.1527245343146983e+01
-1.8413725586849992e+01 +4.3007974484036176e+01
-1.8413725586849992e+01 -4.3007974484036176e+01
-7.4435109655427905e+00 +4.2126555581275881e+01
-7.4435109655427905e+00 -4.2126555581275881e+01
-2.6332655304178632e+00 +3.7251002463291030e+01
-2.6332655304178632e+00 -3.7251002463291030e+01
-8.0109636564409747e-01 +3.1313519093661824e+01
-8.0109636564409747e-01 -3.1313519093661824e+01
-1.9447723961181929e-01 +2.5113047408111921e+01
-1.9447723961181929e-01 -2.5113047408111921e+01
-3.2669675588927305e-02 +1.8847006660830559e+01
-3.2669675588927305e-02 -1.8847006660830559e+01
-2.7563938667349852e-03 +1.2566222880144412e+01
-2.7563938667349852e-03 -1.2566222880144412e+01
-3.5527251480026896e-10 +0.0000000000000000e+00
-4.2084529590591391e-05 +6.2831841568628999e+00
-4.2084529590591391e-05 -6.2831841568628999e+00
-4.8239201527285282e+01 +0.0000000000000000e+00
-3.6667029995164071e+01 +3.1527245343341715e+01
-3.6667029995164071e+01 -3.1527245343341715e+01
-1.8413725584837827e+01 +4.3007974482916012e+01
-1.8413725584837827e+01 -4.3007974482916012e+01
