0.0000000000000000E+00  0.0000000000000000E+00
-1.6513735217033885E-12  3.1573795513460796E-02
-1.0572556935680506E-10  6.3147591026358377E-02
-1.2049408822482591E-09  9.4721386530617763E-02
-6.7753501254448840E-09  1.2629518198058071E-01
-2.5871456088819233E-08  1.5786897721772683E-01
-7.7345135424028156E-08  1.8944277182735955E-01
-1.9531435049617750E-07  2.2101656490415711E-01
-4.3591537372225970E-07  2.5259035470311836E-01
-8.8538022560383631E-07  2.8416413815195779E-01
-1.6694893118518368E-06  3.1573791020041331E-01
-2.9644578734443587E-06  3.4731166298122135E-01
-5.0093239212677127E-06  3.7888538475665567E-01
-8.1199148556125795E-06  4.1045905862352833E-01
-1.2704480049742817E-05  4.4203266094835975E-01
-1.9281087376031761E-05  4.7360615950305412E-01
-2.8496893035704969E-05  5.0517951126979410E-01
-4.1149406211516283E-05  5.3675265988199938E-01
-5.8209883066266593E-05  5.6832553266600683E-01
-8.0848998553217173E-05  5.9989803724557766E-01
-1.1046495947805317E-04  6.3147005766838116E-01
-1.4871423834983858E-04  6.6304145001012749E-01
-1.9754512489006938E-04  6.9461203740798805E-01
-2.5923431073615903E-04  7.2618160447019542E-01
-3.3642674299913256E-04  7.5774989100317003E-01
-4.3217900403134810E-04  7.8931658499100432E-01
-5.5000649815743167E-04  8.2088131475447279E-01
-6.9393475134871480E-04  8.5244364020772079E-01
-8.6855515701751327E-04  8.8400304312016109E-01
-1.0790855304054290E-03  9.1555891627855535E-01
-1.3314358655871861E-03  9.4711055142944556E-01
-1.6322797230395529E-03  9.7865712586457820E-01
-1.9891317121756872E-03  1.0101976874912182E+00
-2.4104315723454043E-03  1.0417311382046881E+00
-2.9056353976599251E-03  1.0732562153513685E+00
-3.4853145957177887E-03  1.1047714710358609E+00
-4.1612632179471153E-03  1.1362752489851040E+00
-4.9466143498505073E-03  1.1677656586336460E+00
-5.8559663029223285E-03  1.1992405460366657E+00
-6.9055194062686990E-03  1.2306974611489263E+00
-8.1132242547857676E-03  1.2621336209267169E+00
-9.4989423317737628E-03  1.2935458676135223E+00
-1.1084619986535075E-02  1.3249306214559409E+00
-1.2894476811027112E-02  1.3562838269608828E+00
-1.4955209522923755E-02  1.3876008916444731E+00
-1.7296212523941815E-02  1.4188766160327451E+00
-1.9949816359996961E-02  1.4501051134488099E+00
-2.2951545360913556E-02  1.4812797178544175E+00
-2.6340395778439885E-02  1.5123928776983533E+00
-3.0159135767469956E-02  1.5434360333514197E+00
-3.4454628560469019E-02  1.5743994752679114E+00
-3.9278180161103772E-02  1.6052721794951121E+00
-4.4685912819597502E-02  1.6360416165422793E+00
-5.0739165435912018E-02  1.6666935289039297E+00
-5.7504921850256970E-02  1.6972116716920764E+00
-6.5056267701418174E-02  1.7275775098495212E+00
-7.3472876133633680E-02  1.7577698642706252E+00
-8.2841522075959795E-02  1.7877644978245473E+00
-9.3256624058114232E-02  1.8175336307352343E+00
-1.0482081150511449E-01  1.8470453729983241E+00
-1.1764551409553270E-01  1.8762630594849095E+00
-1.3185156798150580E-01  1.9051444710763381E+00
-1.4756983133565299E-01  1.9336409225805258E+00
-1.6494179866460365E-01  1.9616961952981193E+00
-1.8412019942975147E-01  1.9892452889551646E+00
-2.0526956152033216E-01  2.0162129643463071E+00
-2.2856671376064383E-01  2.0425120445319727E+00
-2.5420119357604393E-01  2.0680414389618460E+00
-2.8237551580545217E-01  2.0926838517046309E+00
-3.1330524598518145E-01  2.1163031324284609E+00
-3.4721880573910407E-01  2.1387412274522708E+00
-3.8435691865620480E-01  2.1598146888701444E+00
-4.2497158168224464E-01  2.1793107035498847E+00
-4.6932441913053424E-01  2.1969826122482723E+00
-5.1768424364309218E-01  2.2125449042153513E+00
-5.7032361088497008E-01  2.2256676971642921E+00
-6.2751411314135175E-01  2.2359707497943417E+00
-6.8952011304562399E-01  2.2430171084174937E+00
-7.5659057570744193E-01  2.2463065656849581E+00
-8.2894862114393786E-01  2.2452692135398076E+00
-9.0677839796187831E-01  2.2392595099859620E+00
-9.9020888674916541E-01  2.2275514547288928E+00
-1.0792942959106775E+00  2.2093356841377760E+00
-1.1739908379323512E+00  2.1837195477363083E+00
-1.2741299001454620E+00  2.1497315035380149E+00
-1.3793879844780152E+00  2.1063314403840550E+00
-1.4892543174794712E+00  2.0524287538863866E+00
-1.6029977462402121E+00  1.9869100946229237E+00
-1.7196354328844790E+00  1.9086785707569038E+00
-1.8379068886858596E+00  1.8167056970513038E+00
-1.9562579269669480E+00  1.7100964077523786E+00
-2.0728399505842567E+00  1.5881658918709396E+00
-2.1855303212855883E+00  1.4505248520394638E+00
-2.2919790193009031E+00  1.2971671739200763E+00
-2.3896850458760541E+00  1.1285512816591667E+00
-2.4761028553954394E+00  9.4566424352575928E-01
-2.5487746495013219E+00  7.5005674920579313E-01
-2.6054791942135229E+00  5.4383816304405663E-01
-2.6443829672939323E+00  3.2962442717838342E-01
-2.6641762259786397E+00  1.1043751176322741E-01
-2.6641762259786392E+00  -1.1043751176322880E-01
-2.6443829672939323E+00  -3.2962442717838175E-01
-2.6054791942135229E+00  -5.4383816304405486E-01
-2.5487746495013228E+00  -7.5005674920579180E-01
-2.4761028553954390E+00  -9.4566424352576028E-01
-2.3896850458760537E+00  -1.1285512816591681E+00
-2.2919790193009040E+00  -1.2971671739200756E+00
-2.1855303212855892E+00  -1.4505248520394625E+00
-2.0728399505842576E+00  -1.5881658918709392E+00
-1.9562579269669484E+00  -1.7100964077523779E+00
-1.8379068886858592E+00  -1.8167056970513040E+00
-1.7196354328844798E+00  -1.9086785707569036E+00
-1.6029977462402130E+00  -1.9869100946229228E+00
-1.4892543174794717E+00  -2.0524287538863857E+00
-1.3793879844780161E+00  -2.1063314403840541E+00
-1.2741299001454616E+00  -2.1497315035380149E+00
-1.1739908379323500E+00  -2.1837195477363078E+00
-1.0792942959106777E+00  -2.2093356841377756E+00
-9.9020888674916618E-01  -2.2275514547288933E+00
-9.0677839796187865E-01  -2.2392595099859620E+00
-8.2894862114393830E-01  -2.2452692135398080E+00
-7.5659057570744159E-01  -2.2463065656849581E+00
-6.8952011304562466E-01  -2.2430171084174941E+00
-6.2751411314135197E-01  -2.2359707497943417E+00
-5.7032361088497063E-01  -2.2256676971642926E+00
-5.1768424364309262E-01  -2.2125449042153513E+00
-4.6932441913053352E-01  -2.1969826122482714E+00
-4.2497158168224486E-01  -2.1793107035498838E+00
-3.8435691865620486E-01  -2.1598146888701448E+00
-3.4721880573910391E-01  -2.1387412274522704E+00
-3.1330524598518145E-01  -2.1163031324284614E+00
-2.8237551580545200E-01  -2.0926838517046309E+00
-2.5420119357604404E-01  -2.0680414389618464E+00
-2.2856671376064397E-01  -2.0425120445319731E+00
-2.0526956152033193E-01  -2.0162129643463067E+00
-1.8412019942975180E-01  -1.9892452889551653E+00
-1.6494179866460382E-01  -1.9616961952981193E+00
-1.4756983133565318E-01  -1.9336409225805260E+00
-1.3185156798150580E-01  -1.9051444710763381E+00
-1.1764551409553257E-01  -1.8762630594849097E+00
-1.0482081150511445E-01  -1.8470453729983252E+00
-9.3256624058114024E-02  -1.8175336307352343E+00
-8.2841522075959906E-02  -1.7877644978245477E+00
-7.3472876133633680E-02  -1.7577698642706252E+00
-6.5056267701418216E-02  -1.7275775098495207E+00
-5.7504921850256907E-02  -1.6972116716920767E+00
-5.0739165435911782E-02  -1.6666935289039297E+00
-4.4685912819597516E-02  -1.6360416165422793E+00
-3.9278180161103772E-02  -1.6052721794951121E+00
-3.4454628560469096E-02  -1.5743994752679116E+00
-3.0159135767470036E-02  -1.5434360333514199E+00
-2.6340395778439822E-02  -1.5123928776983533E+00
-2.2951545360913622E-02  -1.4812797178544177E+00
-1.9949816359996909E-02  -1.4501051134488101E+00
-1.7296212523941826E-02  -1.4188766160327455E+00
-1.4955209522923644E-02  -1.3876008916444731E+00
-1.2894476811027109E-02  -1.3562838269608828E+00
-1.1084619986535130E-02  -1.3249306214559413E+00
-9.4989423317738651E-03  -1.2935458676135223E+00
-8.1132242547856722E-03  -1.2621336209267178E+00
-6.9055194062686990E-03  -1.2306974611489263E+00
-5.8559663029223259E-03  -1.1992405460366655E+00
-4.9466143498505541E-03  -1.1677656586336460E+00
-4.1612632179472029E-03  -1.1362752489851036E+00
-3.4853145957178329E-03  -1.1047714710358612E+00
-2.9056353976599251E-03  -1.0732562153513685E+00
-2.4104315723454039E-03  -1.0417311382046881E+00
-1.9891317121756881E-03  -1.0101976874912184E+00
-1.6322797230395134E-03  -9.7865712586457820E-01
-1.3314358655871865E-03  -9.4711055142944578E-01
-1.0790855304054290E-03  -9.1555891627855535E-01
-8.6855515701745798E-04  -8.8400304312016087E-01
-6.9393475134871491E-04  -8.5244364020772090E-01
-5.5000649815734298E-04  -8.2088131475447257E-01
-4.3217900403138301E-04  -7.8931658499100477E-01
-3.3642674299914969E-04  -7.5774989100317003E-01
-2.5923431073615914E-04  -7.2618160447019620E-01
-1.9754512489008594E-04  -6.9461203740798827E-01
-1.4871423834985481E-04  -6.6304145001012726E-01
-1.1046495947803715E-04  -6.3147005766838149E-01
-8.0848998553217173E-05  -5.9989803724557766E-01
-5.8209883066243208E-05  -5.6832553266600716E-01
-4.1149406211516283E-05  -5.3675265988199949E-01
-2.8496893035697352E-05  -5.0517951126979377E-01
-1.9281087376084436E-05  -4.7360615950305446E-01
-1.2704480049750264E-05  -4.4203266094835975E-01
-8.1199148555904601E-06  -4.1045905862352883E-01
-5.0093239212969447E-06  -3.7888538475665595E-01
-2.9644578734733484E-06  -3.4731166298122118E-01
-1.6694893118662228E-06  -3.1573791020041370E-01
-8.8538022561812396E-07  -2.8416413815195768E-01
-4.3591537373113502E-07  -2.5259035470311880E-01
-1.9531435048734991E-07  -2.2101656490415722E-01
-7.7345135444237026E-08  -1.8944277182735927E-01
-2.5871456071315602E-08  -1.5786897721772711E-01
-6.7753500739757815E-09  -1.2629518198058062E-01
-1.2049408652799804E-09  -9.4721386530618221E-02
-1.0572556761958939E-10  -6.3147591026358446E-02
-1.6513771008548503E-12  -3.1573795513460512E-02
1.1998078261294858E-32  -2.4492935982947059E-16
