-1.8271186440677978e-01 +9.3461515881088775e-01 -1.6000000000000000e+01
-2.3409349716197100e-01 +8.7857142857142867e-01 -1.6000000000000000e+01
-2.3840321125542921e-01 +8.1795918367346943e-01 -1.6000000000000000e+01
-2.0361937205013880e-01 +7.5734693877551029e-01 -1.6000000000000000e+01
-1.8271186440677978e-01 +7.4167987006720537e-01 -1.6000000000000000e+01
-1.8196795977905450e-01 +7.5734693877551029e-01 -1.6000000000000000e+01
-1.7833149919872709e-01 +8.1795918367346943e-01 -1.6000000000000000e+01
-1.8026320147801941e-01 +8.7857142857142867e-01 -1.6000000000000000e+01
-1.8271186440677978e-01 +9.3461515881088775e-01 -1.6000000000000000e+01
-1.8271186440677978e-01 -7.4167987006720537e-01 -1.6000000000000000e+01
-2.0361937205013880e-01 -7.5734693877551029e-01 -1.6000000000000000e+01
-2.3840321125542921e-01 -8.1795918367346943e-01 -1.6000000000000000e+01
-2.3409349716197100e-01 -8.7857142857142867e-01 -1.6000000000000000e+01
-1.8271186440677978e-01 -9.3461515881088775e-01 -1.6000000000000000e+01
-1.8026320147801941e-01 -8.7857142857142867e-01 -1.6000000000000000e+01
-1.7833149919872709e-01 -8.1795918367346943e-01 -1.6000000000000000e+01
-1.8196795977905450e-01 -7.5734693877551029e-01 -1.6000000000000000e+01
-1.8271186440677978e-01 -7.4167987006720537e-01 -1.6000000000000000e+01
-6.6677966101694919e-01 +3.0527185287000425e-01 -1.6000000000000000e+01
-6.6910602759319748e-01 +2.7244897959183678e-01 -1.6000000000000000e+01
-6.7411560288337113e-01 +2.1183673469387757e-01 -1.6000000000000000e+01
-6.7917597355064918e-01 +1.5122448979591838e-01 -1.6000000000000000e+01
-6.8300948219715030e-01 +9.0612244897959188e-02 -1.6000000000000000e+01
-6.8468242746725805e-01 +2.9999999999999999e-02 -1.6000000000000000e+01
-6.8468242746725805e-01 -2.9999999999999999e-02 -1.6000000000000000e+01
-6.8300948219715030e-01 -9.0612244897959188e-02 -1.6000000000000000e+01
-6.7917597355064918e-01 -1.5122448979591838e-01 -1.6000000000000000e+01
-6.7411560288337113e-01 -2.1183673469387757e-01 -1.6000000000000000e+01
-6.6910602759319748e-01 -2.7244897959183678e-01 -1.6000000000000000e+01
-6.6677966101694919e-01 -3.0527185287000425e-01 -1.6000000000000000e+01
-6.2259386858461985e-01 -3.3306122448979592e-01 -1.6000000000000000e+01
-6.0627118644067801e-01 -3.4947362585776243e-01 -1.6000000000000000e+01
-5.4576271186440684e-01 -3.3380463058787502e-01 -1.6000000000000000e+01
-5.4419210063259016e-01 -3.3306122448979592e-01 -1.6000000000000000e+01
-4.8525423728813588e-01 -3.1092852223207185e-01 -1.6000000000000000e+01
-4.2474576271186448e-01 -2.7633216369092717e-01 -1.6000000000000000e+01
-4.1971967772004298e-01 -2.7244897959183678e-01 -1.6000000000000000e+01
-3.6423728813559308e-01 -2.3813962995658108e-01 -1.6000000000000000e+01
-3.3295497886094627e-01 -2.1183673469387757e-01 -1.6000000000000000e+01
-3.0372881355932213e-01 -1.8956826148876288e-01 -1.6000000000000000e+01
-2.6530901463157208e-01 -1.5122448979591838e-01 -1.6000000000000000e+01
-2.4322033898305095e-01 -1.2001363946570970e-01 -1.6000000000000000e+01
-2.2636415510288385e-01 -9.0612244897959188e-02 -1.6000000000000000e+01
-2.2031081485755388e-01 -2.9999999999999999e-02 -1.6000000000000000e+01
-2.2031081485755388e-01 +2.9999999999999999e-02 -1.6000000000000000e+01
-2.2636415510288385e-01 +9.0612244897959188e-02 -1.6000000000000000e+01
-2.4322033898305095e-01 +1.2001363946570970e-01 -1.6000000000000000e+01
-2.6530901463157208e-01 +1.5122448979591838e-01 -1.6000000000000000e+01
-3.0372881355932213e-01 +1.8956826148876288e-01 -1.6000000000000000e+01
-3.3295497886094627e-01 +2.1183673469387757e-01 -1.6000000000000000e+01
-3.6423728813559308e-01 +2.3813962995658108e-01 -1.6000000000000000e+01
-4.1971967772004298e-01 +2.7244897959183678e-01 -1.6000000000000000e+01
-4.2474576271186448e-01 +2.7633216369092717e-01 -1.6000000000000000e+01
-4.8525423728813588e-01 +3.1092852223207185e-01 -1.6000000000000000e+01
-5.4419210063259016e-01 +3.3306122448979592e-01 -1.6000000000000000e+01
-5.4576271186440684e-01 +3.3380463058787502e-01 -1.6000000000000000e+01
-6.0627118644067801e-01 +3.4947362585776243e-01 -1.6000000000000000e+01
-6.2259386858461985e-01 +3.3306122448979592e-01 -1.6000000000000000e+01
-6.6677966101694919e-01 +3.0527185287000425e-01 -1.6000000000000000e+01
-2.4322033898305095e-01 +1.4245218330784737e+00 -1.6000000000000000e+01
-3.0104961330274965e-01 +1.4846938775510206e+00 -1.6000000000000000e+01
-3.0372881355932213e-01 +1.4859233939171070e+00 -1.6000000000000000e+01
-3.1018683358740595e-01 +1.4846938775510206e+00 -1.6000000000000000e+01
-3.6423728813559308e-01 +1.4263997799616190e+00 -1.6000000000000000e+01
-3.6656768614845359e-01 +1.4240816326530612e+00 -1.6000000000000000e+01
-4.2474576271186448e-01 +1.3724509212625120e+00 -1.6000000000000000e+01
-4.2960644627301275e-01 +1.3634693877551021e+00 -1.6000000000000000e+01
-4.2876335343166533e-01 +1.3028571428571429e+00 -1.6000000000000000e+01
-4.2474576271186448e-01 +1.2766669359828975e+00 -1.6000000000000000e+01
-3.9472585861612614e-01 +1.3028571428571429e+00 -1.6000000000000000e+01
-3.6423728813559308e-01 +1.3366483610397337e+00 -1.6000000000000000e+01
-3.3931488928501974e-01 +1.3634693877551021e+00 -1.6000000000000000e+01
-3.0372881355932213e-01 +1.3782446693688213e+00 -1.6000000000000000e+01
-2.4322033898305095e-01 +1.4163006502229321e+00 -1.6000000000000000e+01
-2.4294784493938318e-01 +1.4240816326530612e+00 -1.6000000000000000e+01
-2.4322033898305095e-01 +1.4245218330784737e+00 -1.6000000000000000e+01
-2.4322033898305095e-01 -1.4163006502229321e+00 -1.6000000000000000e+01
-3.0372881355932213e-01 -1.3782446693688217e+00 -1.6000000000000000e+01
-3.3931488928501974e-01 -1.3634693877551021e+00 -1.6000000000000000e+01
-3.6423728813559308e-01 -1.3366483610397337e+00 -1.6000000000000000e+01
-3.9472585861612614e-01 -1.3028571428571429e+00 -1.6000000000000000e+01
