  1 3.1414335442925878E-02 -1.1781593729505231E-04 2.8002496844992407E-04 2.8050133582224182E-04
  2 6.2811664768833486E-02 -4.6715983460361590E-04 9.9606726605919074E-04 1.0044399075872885E-03
  3 9.4197829072586989E-02 -1.0714610778042684E-03 2.0999895432726344E-03 2.1081098595481557E-03
  4 1.2553274164729925E-01 -1.9150352028236115E-03 3.5806193047073394E-03 3.5671718184378627E-03
  5 1.5684248747866533E-01 -2.9681097551298692E-03 5.3383097478661738E-03 5.3791037187252587E-03
  6 1.8799076743871435E-01 -4.2800205934963786E-03 7.4998030133683752E-03 7.4622155345073667E-03
  7 2.1913044935919598E-01 -5.7628494017810247E-03 9.9154068059779093E-03 9.9293998379924708E-03
  8 2.5027920807485565E-01 -7.6787548704854870E-03 1.2632795917481102E-02 1.2667540687681618E-02
  9 2.8121699050541660E-01 -9.7697955484295513E-03 1.5725343582921426E-02 1.5725758403873049E-02
 10 3.1206338019589208E-01 -1.2045185603321681E-02 1.8971690699130961E-02 1.8953753143667956E-02
 11 3.4300040693761291E-01 -1.4898330732142062E-02 2.2548035959165710E-02 2.2554907801277970E-02
 12 3.7321933345244213E-01 -1.7648510297593827E-02 2.6425665530171772E-02 2.6602008260079552E-02
 13 4.0361873616458555E-01 -2.0856712847514988E-02 3.0420424821807027E-02 3.0559577390823479E-02
 14 4.3384697860781568E-01 -2.4206873299114983E-02 3.4988439264803203E-02 3.4790307710963489E-02
 15 4.6433297835438853E-01 -2.8210713535125314E-02 3.9654962616935858E-02 3.9560004068559709E-02
 16 4.9419387328884296E-01 -3.2398417560879952E-02 4.4480430550020753E-02 4.4368929273437663E-02
 17 5.2351518176639533E-01 -3.7006155329339471E-02 4.9539554327052218E-02 4.9538719412841832E-02
 18 5.5292911738652106E-01 -4.1445259655035815E-02 5.4883248246400930E-02 5.4929228998271899E-02
 19 5.8239352157910218E-01 -4.6632693778768032E-02 6.0372518636120719E-02 6.0360114383043242E-02
 20 6.1141792493541303E-01 -5.1693987246892510E-02 6.5934099358921430E-02 6.6230081061000506E-02
 21 6.3993484434473313E-01 -5.7805421220664656E-02 7.1803824064762614E-02 7.1859119340011934E-02
 22 6.6918362450093749E-01 -6.4485752078731751E-02 7.8434336625005707E-02 7.8819016813328743E-02
 23 6.9727151225353401E-01 -7.0281788036398715E-02 8.4792311217603486E-02 8.4686660796272531E-02
 24 7.2396297069469495E-01 -7.7568858287692416E-02 9.1346766290297240E-02 9.0963281940672491E-02
 25 7.5205070802551011E-01 -8.4916126168884359E-02 9.8244722295946774E-02 9.8292175429491563E-02
 26 7.7865310547217148E-01 -9.3097917619823861E-02 1.0562234322964728E-01 1.0512651794215974E-01
 27 8.0620462710463969E-01 -1.0104281569336093E-01 1.1260581449937729E-01 1.1273403698530628E-01
 28 8.3237599718007860E-01 -1.0982401781185512E-01 1.1979080859503570E-01 1.2071061754148509E-01
 29 8.5863766919015749E-01 -1.1909673877600904E-01 1.2784515007164912E-01 1.2784072251153447E-01
 30 8.8456223042869797E-01 -1.2906091583062015E-01 1.3588201782751647E-01 1.3473600700616145E-01
 31 9.1048352730318194E-01 -1.3991397381744541E-01 1.4364200972854704E-01 1.4408127271779289E-01
 32 9.3504374515031896E-01 -1.5022300013547804E-01 1.5180964647145154E-01 1.5231464135318062E-01
 33 9.5977903380937002E-01 -1.6067319632634300E-01 1.6116552235200371E-01 1.6008558792828009E-01
 34 9.8478982803199544E-01 -1.7257618287510904E-01 1.7011723776485832E-01 1.6969551055611901E-01
 35 1.0074134651180517E+00 -1.8458459501363500E-01 1.7853884281984406E-01 1.7892633911233310E-01
 36 1.0300608995170366E+00 -1.9775775131112783E-01 1.8779690414677355E-01 1.8695074116337099E-01
 37 1.0537048462426277E+00 -2.1013891331646092E-01 1.9733177231023968E-01 1.9559598195744241E-01
 38 1.0753154071139388E+00 -2.2536642085650671E-01 2.0764949908721078E-01 2.0572447806180555E-01
 39 1.0994969351529267E+00 -2.4072933268501562E-01 2.1587028842613379E-01 2.1649608713833082E-01
 40 1.1211296259093977E+00 -2.5381116389860658E-01 2.2448717264693921E-01 2.2407809231296597E-01
 41 1.1423634263695133E+00 -2.7114178464245897E-01 2.3762541801446413E-01 2.3560761776847680E-01
 42 1.1609043146986346E+00 -2.8725129252156634E-01 2.4611393910497770E-01 2.4726402774351941E-01
 43 1.1814403951856383E+00 -3.0398595605342549E-01 2.5818092928129860E-01 2.5666798694407839E-01
 44 1.2029148543014692E+00 -3.2388086557473017E-01 2.6928924643395136E-01 2.6850179566074678E-01
 45 1.2208103314310277E+00 -3.4365427646374364E-01 2.7880310125321200E-01 2.8076105201490770E-01
 46 1.2385471205486516E+00 -3.6228380804971611E-01 2.9085899905083901E-01 2.9169451601276714E-01
 47 1.2563221471955885E+00 -3.8108106771873312E-01 3.0352577904517342E-01 3.0244092603467060E-01
 48 1.2742865002000390E+00 -4.0358059045982564E-01 3.1405914836333432E-01 3.1240262245309142E-01
 49 1.2911592118061153E+00 -4.2355313905508868E-01 3.2663918253047775E-01 3.2456355380140428E-01
 50 1.3079191210000651E+00 -4.4682640237825128E-01 3.3807719722661894E-01 3.3996217038188947E-01
 51 1.3221113015549988E+00 -4.7297063381386184E-01 3.5117129469385860E-01 3.5280501039891737E-01
 52 1.3406430720759084E+00 -4.9668617575882895E-01 3.6593054647898948E-01 3.6388794037650524E-01
 53 1.3523353139260474E+00 -5.1981251636986447E-01 3.7970257780201028E-01 3.7710702581756450E-01
 54 1.3652001342576867E+00 -5.4355254456646340E-01 3.9257400156420325E-01 3.9217575796663157E-01
 55 1.3812479339139179E+00 -5.6850734713289874E-01 4.0681419841827632E-01 4.0484079565398950E-01
 56 1.3884704611267711E+00 -5.9775511522237634E-01 4.1979799480860941E-01 4.2054510480151597E-01
 57 1.4017449936405502E+00 -6.3054560781077462E-01 4.3579630505871253E-01 4.3493669442578864E-01
 58 1.4136022774524288E+00 -6.5788846579012306E-01 4.5023606912426395E-01 4.4942715032997899E-01
 59 1.4244966365046101E+00 -6.8616966679285263E-01 4.6387564268376447E-01 4.6399604813939271E-01
 60 1.4326726843812509E+00 -7.1877967410565125E-01 4.8153902580828695E-01 4.7950489036026800E-01
 61 1.4409301256635128E+00 -7.5156720679712352E-01 4.9603704950369959E-01 4.9774651154146671E-01
 62 1.4470638960987012E+00 -7.8659115750105646E-01 5.1266950288308444E-01 5.1298326539118999E-01
 63 1.4556889949703782E+00 -8.1394675660758808E-01 5.2862156990903253E-01 5.3285926706691700E-01
 64 1.4603346336236351E+00 -8.5301857087450761E-01 5.4832470444693937E-01 5.4693901904887432E-01
